symbol,HIGH,LOW,OPEN,LAST TRADED PRICE,%change,TOTAL TRADED VOLUME
BANDHANBNK,309.65,300.5,309.0,302.15,-1.82,4223874.0
BANKBARODA,43.75,42.55,43.05,42.75,-0.93,28329862.0
BERGEPAINT,610.0,597.3,609.0,598.2,-1.85,430691.0
INFRATEL,193.55,185.75,193.55,186.65,-2.86,3199276.0
BIOCON,419.75,389.75,419.0,392.6,-5.90,6881855.0
BOSCHLTD,12279.85,11732.55,12244.0,11839.6,-3.06,35452.0
CADILAHC,430.0,416.05,425.5,417.75,-1.54,1973537.0
COLPAL,1476.0,1439.4,1462.0,1446.5,-1.24,537794.0
CONCOR,387.0,379.8,385.55,383.1,-0.64,665683.0
DLF,172.9,164.55,172.9,166.05,-3.06,6948295.0
DABUR,521.8,511.55,519.95,512.15,-1.35,1462018.0
GICRE,122.8,120.1,122.8,120.65,-0.70,69736.0
GODREJCP,691.8,668.05,686.0,669.4,-1.74,1288215.0
HDFCAMC,2309.0,2275.1,2308.0,2294.2,-0.64,102861.0
HAVELLS,734.0,721.25,730.0,728.15,0.2,1095491.0
HINDPETRO,183.75,175.55,182.0,176.0,-3.59,4191034.0
HINDZINC,242.5,235.0,242.0,235.25,-1.84,1655314.0
ICICIGI,1294.85,1238.05,1272.0,1240.4,-1.38,329850.0
ICICIPRULI,414.25,401.4,410.8,402.4,-1.54,942667.0
IGL,398.9,390.5,391.0,396.5,1.06,2225709.0
NAUKRI,3645.15,3510.0,3645.15,3531.45,-3.12,449902.0
INDIGO,1387.0,1344.4,1370.0,1349.0,-1.71,414505.0
LTI,3102.0,3025.0,3085.0,3037.85,-0.76,127637.0
LUPIN,997.65,966.3,992.95,967.15,-2.45,1807477.0
MARICO,361.85,347.0,359.2,347.85,-3.00,2787062.0
MOTHERSUMI,111.35,105.4,110.55,106.6,-3.49,11638977.0
MUTHOOTFIN,1194.2,1153.15,1185.0,1179.95,-0.38,1010562.0
NMDC,84.95,82.45,84.85,83.2,-1.94,3103277.0
OFSS,3369.0,3280.0,3367.0,3286.8,-0.73,25303.0
PETRONET,238.5,229.05,233.0,229.7,-1.54,3990669.0
PIDILITIND,1508.7,1472.0,1506.0,1477.8,-1.50,281378.0
PEL,1325.0,1284.0,1325.0,1286.5,-3.06,582886.0
PFC,90.65,87.9,89.5,88.0,-2.22,2542698.0
PGHH,10398.0,10209.9,10301.0,10340.0,0.29,2259.0
PNB,28.25,27.45,27.55,28.1,2.55,23721580.0
SBICARD,818.0,793.1,807.15,797.1,-1.26,1722679.0
SIEMENS,1284.55,1260.5,1282.95,1278.15,-0.07,300714.0
TATACONSUM,484.3,470.15,474.9,475.0,0.47,4796468.0
TORNTPHARM,2774.4,2643.6,2752.9,2658.0,-2.77,657230.0
UBL,965.85,940.0,964.95,950.0,-1.05,1110102.0
MCDOWELL-N,529.45,514.8,528.0,516.1,-2.00,588373.0
