symbol,HIGH,LOW,OPEN,LAST TRADED PRICE,%change,TOTAL TRADED VOLUME
ACC,1614.8,1576.0,1604.9,1581.2,-1.46,996857.0
ABBOTINDIA,15750.0,15490.0,15650.0,15647.0,0.14,4013.0
ADANIGREEN,722.8,701.1,720.0,703.8,-2.29,217309.0
ADANITRANS,293.35,285.35,293.35,287.1,-2.13,93873.0
ALKEM,2628.95,2563.65,2619.0,2586.0,-0.58,64595.0
AMBUJACEM,249.0,242.45,248.7,244.3,-1.25,6859440.0
AUROPHARMA,814.5,772.45,808.0,775.3,-0.96,5749645.0
DMART,2145.85,2100.35,2120.0,2137.45,0.99,443728.0
BAJAJHLDNG,2305.45,2252.15,2270.0,2293.8,1.42,28546.0
BANDHANBNK,309.65,300.5,309.0,301.65,-1.98,4496047.0
BANKBARODA,43.75,42.55,43.05,42.9,-0.58,29090218.0
BERGEPAINT,610.0,595.3,609.0,595.55,-2.28,459890.0
INFRATEL,193.55,185.6,193.55,186.55,-2.91,3390285.0
BIOCON,419.75,389.75,419.0,395.4,-5.23,7283354.0
BOSCHLTD,12279.85,11732.55,12244.0,11868.85,-2.82,39450.0
CADILAHC,430.0,414.5,425.5,415.15,-2.16,2111247.0
COLPAL,1476.0,1434.1,1462.0,1439.1,-1.74,609195.0
CONCOR,387.0,379.8,385.55,384.85,-0.18,747330.0
DLF,172.9,164.55,172.9,166.2,-2.98,7334378.0
DABUR,521.8,509.7,519.95,511.2,-1.53,1577852.0
GICRE,122.8,119.75,122.8,120.0,-1.23,83331.0
GODREJCP,691.8,667.1,686.0,667.2,-2.06,1343176.0
HDFCAMC,2309.0,2275.1,2308.0,2297.05,-0.51,117320.0
HAVELLS,734.0,721.25,730.0,725.6,-0.15,1164939.0
HINDPETRO,183.75,173.7,182.0,174.35,-4.49,4921037.0
HINDZINC,242.5,234.5,242.0,234.75,-2.04,1747541.0
ICICIGI,1294.85,1236.0,1272.0,1241.0,-1.34,345260.0
ICICIPRULI,414.25,401.25,410.8,403.7,-1.22,993770.0
IGL,398.9,390.5,391.0,394.7,0.6,2339538.0
NAUKRI,3645.15,3500.0,3645.15,3500.0,-3.98,494798.0
INDIGO,1387.0,1344.4,1370.0,1352.4,-1.46,428261.0
LTI,3102.0,3003.0,3085.0,3014.85,-1.51,142830.0
LUPIN,997.65,959.5,992.95,962.05,-2.97,2059523.0
MARICO,361.85,346.1,359.2,346.55,-3.36,2977870.0
MOTHERSUMI,111.35,105.4,110.55,106.55,-3.53,12026161.0
MUTHOOTFIN,1194.2,1153.15,1185.0,1185.5,0.08,1135107.0
NMDC,84.95,82.45,84.85,83.4,-1.71,3211756.0
OFSS,3369.0,3267.2,3367.0,3271.6,-1.19,28187.0
PETRONET,238.5,229.05,233.0,230.2,-1.33,4060768.0
PIDILITIND,1508.7,1464.15,1506.0,1468.0,-2.15,327758.0
PEL,1325.0,1281.3,1325.0,1286.6,-3.06,615073.0
PFC,90.65,87.9,89.5,88.05,-2.17,2603985.0
PGHH,10398.0,10209.9,10301.0,10338.0,0.27,2462.0
PNB,28.25,27.45,27.55,28.1,2.55,25326050.0
SBICARD,818.0,793.1,807.15,796.95,-1.28,1779267.0
SIEMENS,1284.55,1260.5,1282.95,1279.85,0.07,329795.0
TATACONSUM,484.3,470.15,474.9,472.9,0.02,4947809.0
TORNTPHARM,2774.4,2643.6,2752.9,2650.65,-3.04,684133.0
UBL,965.85,940.0,964.95,950.0,-1.05,1155227.0
MCDOWELL-N,529.45,512.65,528.0,515.3,-2.16,661675.0
